team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Belize National Team,Belize,2026,Belize,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,147,1,3,-2,4,0,4,0,1,0,3,0,-2,90,0,90,30,0,30,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,50,0,50,11,0,11,3,0,3,8,0,8,0,0,0,1,0,1,2,0,2,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,4,1,0,1,3,0,3,3,0,3,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,100,0,100,3.00,0.00,3.00,0,0,0.00,100,100,0,0,0,0,0,0,0.18,0.00,1.18,0.00,0.00,0.99,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,100,0,100,0
Azerbaijan National Team,Azerbaijan,2026,Azerbaijan,2,2,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,60,7,2,5,9,9,0,7,0,2,0,5,0,26,26,0,90,90,0,0,0,0,2,2,0,0,0,0,1,1,0,13,13,0,0,0,0,65,65,0,21,21,0,10,10,0,11,11,0,16,16,0,3,3,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,4.5,4.5,0,3.5,3.5,0,1,1,0,2,2,0,1.5,1.5,0,0.5,0.5,0,2,2,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,50,50,50,50,100,100,50,50,50,50,0,0,0,0,0,0,0,0,50,50,50,50,0,0,50,50,50,50,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,100,50,50,100,50,50,0,0,0,50,50,0,0,0,0,0,100,100,0,0,0,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,6.50,6.50,0.00,0,0,0.00,50,50,50,50,0,0,0,0,1.20,1.70,0.00,0.39,0.89,0.00,150,1,0,1,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,50,50,0,0,0,0,0
Iran National Team,Iran,2026,Iran,3,3,0,0,2,2,0,0,0,0,1,1,0,2,2,0,0,0,0,20,9,3,6,12,12,0,9,0,3,0,6,0,30,30,0,90,90,0,1,1,0,2,2,0,0,0,0,1,1,0,5,5,0,3,3,0,50,50,0,3,3,0,1,1,0,2,2,0,0,0,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2,2,0,1,1,0,4,4,0,3,3,0,1,1,0,2,2,0,1.33,1.33,0,0.67,0.67,0,3,3,3,2,1,0,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3,0,0,0,0,0,0,100,100,100,67,33,0,100,100,100,67,33,0,0,0,0,0,0,0,0,0,0,33,67,100,0,0,0,33,67,100,0,0,0,0,0,0,3,1,1,3,1,1,0,0,0,100,33,33,100,33,33,0,0,0,67,67,0,0,33,33,0,67,67,0,0,0,0,33,33,0,1,1,0,33,33,0,2,2,0,67,67,0,0,0,0,0,0,0,33,33,0,0,0,0,67,67,0,2.50,2.50,0.00,1.5,1.5,0.00,0,0,0,0,0,0,0,0,0.00,0.48,0.00,0.00,0.46,0.00,167,0,2,0,2,1,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,33,33,0,0
Nigeria National Team,Nigeria,2026,Nigeria,4,1,3,0,2,1,1,2,0,2,0,0,0,2,3,1.67,0,0,0,9,8,5,3,13,2,11,2,6,0,5,2,1,45,45,45,72,0,54,1,1,0,3,0,3,0,0,0,3,1,2,9,0,9,9,3,6,38,50,34,25,7,18,15,5,10,10,2,8,33,20,13,5,1,4,2,0,2,3,1,2,3,1,2,1,0,1,0,0,0,2.5,3,2.33,3.25,2,3.67,2,2,2,1.25,0,1.67,1.75,1,2,1.25,1,1.33,0.5,0,0.67,4,4,3,2,0,0,1,1,0,0,0,0,3,3,3,2,0,0,0,0,1,2,4,4,0,0,1,1,1,1,0,0,0,1,3,3,100,100,75,50,0,0,100,100,0,0,0,0,100,100,100,67,0,0,0,0,25,50,100,100,0,0,100,100,100,100,0,0,0,33,100,100,4,2,1,1,0,0,3,2,1,100,50,25,100,0,0,100,67,33,50,100,33,50,25,100,0,75,0,100,0,0,0,75,100,67,2,1,1,50,100,33,0,0,0,0,0,0,2,0,2,50,0,67,75,100,67,25,0,33,0,0,0,2.25,0.00,3.00,2.25,3,2.00,50,25,25,25,25,25,25,25,1.04,0.99,1.06,1.25,1.09,1.33,50,2,0,2,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,50,0,67,0,0,0,25
Sierra Leone National Team,Sierra Leone,2026,Sierra Leone,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,117,1,1,0,2,0,2,0,1,0,1,0,0,90,0,90,90,0,90,0,0,0,1,0,1,0,0,0,1,0,1,3,0,3,0,0,0,41,0,41,7,0,7,2,0,2,5,0,5,13,0,13,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,3.00,0.00,3.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.82,0.04,0.00,1.04,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,100,0,0,0,0
St. Lucia National Team,St. Lucia,2026,St. Lucia,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,143,1,6,-5,7,0,7,0,1,0,6,0,-5,90,0,90,15,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,6,0,6,3,0,3,3,0,3,6,0,6,0,0,0,3,0,3,-3,0,-3,0,0,0,0,0,0,1,0,1,0,0,0,7,0,7,1,0,1,6,0,6,3,0,3,0,0,0,3,0,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0.00,0.00,0.00,0,0,0.00,100,100,100,100,0,0,0,0,0.00,0.00,0.96,1.35,0.00,2.35,200,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,100,0,100,0
El Salvador National Team,El Salvador,2026,El Salvador,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,0,0,108,2,3,-1,5,0,5,0,2,0,3,0,-1,90,0,90,60,0,60,0,0,0,1,0,1,1,0,1,0,0,0,4,0,4,1,0,1,40,0,40,10,0,10,3,0,3,7,0,7,37,0,37,0,0,0,1,0,1,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,2.5,0,2.5,1,0,1,1.5,0,1.5,0.5,0,0.5,0,0,0,0.5,0,0.5,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,2,100,50,50,50,0,0,0,0,0,0,0,0,100,50,50,50,0,0,0,50,50,50,100,100,0,0,0,0,0,0,0,50,50,50,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,2.00,0.00,2.00,0.5,0,0.50,100,100,100,50,0,0,0,0,0.12,0.00,0.62,1.41,0.00,1.91,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,50,0,50,50,0,50,0
Jordan National Team,Jordan,2026,Jordan,3,2,1,0,0,0,0,2,2,0,1,0,1,0.67,1,0,0,0,0,104,5,8,-3,13,8,5,4,1,4,4,0,-3,54,45,90,34,45,23,0,0,0,3,2,1,0,0,0,2,2,0,20,16,4,4,4,0,27,25,31,26,14,12,11,7,4,15,7,8,11,0,11,1,1,0,5,2,3,-4,-1,-3,0,0,0,1,1,0,2,1,1,0.33,0.5,0,4.33,4,5,1.67,2,1,2.67,2,4,2,1.5,3,0.33,0.5,0,1.67,1,3,3,3,3,3,1,0,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,2,3,0,0,0,0,2,2,0,0,0,0,0,1,100,100,100,100,33,0,100,100,100,100,0,0,100,100,100,100,100,0,0,0,0,0,67,100,0,0,0,0,100,100,0,0,0,0,0,100,2,2,2,1,1,1,1,1,1,67,67,67,50,50,50,100,100,100,0,0,0,23,0,0,0,100,100,100,0,0,0,67,100,0,1,1,0,33,50,0,2,1,1,67,50,100,1,1,0,33,50,0,0,0,0,33,50,0,67,50,100,6.67,8.00,4.00,1.33,2,0.00,100,100,100,67,33,33,33,33,1.12,1.07,1.22,1.41,0.97,2.29,200,0,1,0,0,1,1,0,2,0,0,0,2,1,2,0,0,1,2,67,100,0,33,0,100,33
Libya National Team,Libya,2026,Libya,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,100,2,2,0,4,0,4,0,2,0,2,0,0,90,0,45,90,0,45,1,1,0,1,0,1,1,1,0,1,0,1,4,4,0,0,0,0,51,54,47,17,10,7,8,2,6,9,8,1,0,0,0,2,0,2,0,0,0,2,0,2,1,0,1,1,1,0,0,0,0,2,1,3,2,0,4,1,0,2,1,0,2,1,0,2,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,1,1,50,50,50,50,0,0,0,0,0,0,0,0,100,100,100,100,0,0,50,50,50,50,100,100,100,100,100,100,100,100,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,0,50,100,0,50,0,100,50,100,0,50,0,100,2,1,1,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,50,0,100,50,100,0,0,0,0,2.00,4.00,0.00,0,0,0.00,50,50,0,0,0,0,0,0,1.06,1.01,1.11,1.02,0.90,1.14,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,0,0,0,0
Peru National Team,Peru,2026,Peru,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,106,2,4,-2,6,4,2,2,0,2,2,0,-2,90,45,0,45,45,45,0,0,0,1,1,0,1,0,1,1,1,0,11,5,6,4,3,1,48,55,40,15,8,7,4,2,2,11,6,5,25,15,10,1,1,0,2,1,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,3,4,2,1,2,0,2,2,2,1.5,2,1,0.5,1,0,1,1,1,2,2,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,1,1,100,100,50,50,0,0,100,100,100,100,0,0,100,100,0,0,0,0,0,0,50,50,100,100,0,0,0,0,100,100,0,0,100,100,100,100,2,1,0,1,1,0,1,0,0,100,50,0,100,100,0,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,50,100,0,0,0,0,0,0,0,1,0,1,50,0,100,1,1,0,50,100,0,0,0,0,50,100,0,50,0,100,5.50,5.00,6.00,2,3,1.00,100,100,100,100,100,100,50,0,0.87,0.87,0.86,1.36,1.24,1.48,50,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,50,100,0,50,0,100,0
Togo National Team,Togo,2026,Togo,2,1,1,0,1,0,1,1,1,0,0,0,0,2,1,3,0,0,0,41,3,2,1,5,4,1,2,1,2,0,0,1,60,45,90,90,45,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3,2.5,4,1,1.5,2,1,1,2,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,1,1,0,1,1,1,1,1,100,50,50,50,0,0,100,100,100,100,0,0,100,0,0,0,0,0,0,50,50,50,100,100,0,0,0,0,100,100,0,100,100,100,100,100,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,50,0,100,-34,50,0,100,50,100,0,0,0,0,50,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0
Mauritania National Team,Mauritania,2026,Mauritania,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,161,1,2,-1,3,0,3,0,1,0,2,0,-1,90,0,90,45,0,45,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,36,0,36,11,0,11,4,0,4,7,0,7,11,0,11,0,0,0,2,0,2,-2,0,-2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,1,0,1,2,0,2,2,0,2,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,2.00,0.00,2.00,1,0,1.00,0,0,0,0,0,0,0,0,0.15,0.00,1.15,0.11,0.00,1.11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,100,0,100,0
Gambia National Team,Gambia,2026,Gambia,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,173,2,6,-4,8,0,8,0,2,0,6,0,-4,90,0,90,30,0,30,0,0,0,2,0,2,0,0,0,1,0,1,5,0,5,1,0,1,50,0,50,13,0,13,4,0,4,9,0,9,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,4,0,4,1,0,1,3,0,3,1,0,1,0.5,0,0.5,0.5,0,0.5,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,2,0,0,0,0,0,2,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,50,0,50,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,0,0,0,50,0,50,0,0,0,50,0,50,5.00,0.00,5.00,1,0,1.00,100,100,100,100,100,0,0,0,0.73,0.00,1.73,1.27,0.00,2.27,100,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,100,0,100,0
Liberia National Team,Liberia,2026,Liberia,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,113,2,3,-1,5,4,1,2,0,2,1,0,-1,90,45,0,60,45,90,0,0,0,1,1,0,1,0,1,0,0,0,9,4,5,0,0,0,50,53,47,16,8,8,4,4,0,12,4,8,0,0,0,0,0,0,2,2,0,-2,-2,0,0,0,0,1,0,1,1,1,0,0.5,0,1,2.5,4,1,1,2,0,1.5,2,1,1,2,0,0,0,0,1,2,0,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,1,1,0,1,1,1,1,1,100,50,50,50,0,0,100,100,100,100,0,0,100,0,0,0,0,0,0,50,50,50,100,100,0,0,0,0,100,100,0,100,100,100,100,100,1,1,0,1,1,0,0,0,0,50,50,0,100,100,0,0,0,0,0,0,0,34,0,0,0,50,100,0,50,0,100,0,0,0,1,0,1,50,0,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,0,100,50,100,0,4.50,4.00,5.00,0,0,0.00,50,50,0,0,0,0,0,0,0.96,1.14,0.79,1.28,1.11,1.44,100,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,50,100,0,50,0,100,0
Algeria National Team,Algeria,2026,Algeria,3,2,1,0,2,1,1,1,1,0,0,0,0,2.33,2,3,0,0,0,13,8,0,8,8,7,1,7,1,0,0,7,1,34,26,90,0,0,0,3,2,1,0,0,0,1,1,0,2,1,1,16,13,3,4,4,0,50,52,47,39,31,8,11,9,2,28,22,6,30,21,9,3,3,0,0,0,0,3,3,0,1,1,0,2,1,1,0,0,0,1.67,2,1,2.67,3.5,1,2.67,3.5,1,0,0,0,1,1.5,0,1,1.5,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,67,33,33,33,33,33,50,50,50,50,50,50,100,0,0,0,0,0,33,67,67,67,67,67,50,50,50,50,50,50,0,100,100,100,100,100,1,1,1,1,1,1,0,0,0,33,33,33,50,50,50,0,0,0,67,50,100,0,100,100,100,0,0,0,33,50,0,67,50,100,3,2,1,100,100,100,2,1,1,67,50,100,0,0,0,0,0,0,33,50,0,67,50,100,0,0,0,5.33,6.50,3.00,1.33,2,0.00,100,100,100,67,67,33,0,0,1.39,1.68,0.83,1.18,0.84,1.86,33,0,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,33,50,0,0,0,0,0
Liechtenstein National Team,Liechtenstein,2026,Liechtenstein,3,0,3,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,77,2,6,-4,8,0,8,0,2,0,6,0,-4,134,0,134,45,0,45,1,0,1,1,0,1,1,0,1,1,0,1,10,0,10,2,0,2,43,0,43,14,0,14,4,0,4,10,0,10,7,0,7,0,0,0,2,0,2,-2,0,-2,0,0,0,2,0,2,1,0,1,0.67,0,0.67,2.67,0,2.67,0.67,0,0.67,2,0,2,0.67,0,0.67,0,0,0,0.67,0,0.67,3,2,1,1,1,0,0,0,0,0,0,0,3,2,1,1,1,0,0,1,2,2,2,3,0,0,0,0,0,0,0,1,2,2,2,3,100,67,33,33,33,0,0,0,0,0,0,0,100,67,33,33,33,0,0,33,67,67,67,100,0,0,0,0,0,0,0,33,67,67,67,100,1,1,0,0,0,0,1,1,0,33,33,0,0,0,0,33,33,0,33,0,33,0,33,0,33,33,0,33,33,0,33,33,0,33,2,0,2,67,0,67,3,0,3,100,0,100,0,0,0,0,0,0,0,0,0,67,0,67,33,0,33,3.33,0.00,3.33,1,0,1.00,100,100,0,0,0,0,0,0,0.44,0.00,0.77,1.23,0.00,1.57,67,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,67,0,67,0
Estonia National Team,Estonia,2026,Estonia,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,0,0,124,1,3,-2,4,0,4,0,1,0,3,0,-2,180,0,180,60,0,60,0,0,0,1,0,1,1,0,1,1,0,1,6,0,6,0,0,0,46,0,46,9,0,9,2,0,2,7,0,7,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,2,0,2,0.5,0,0.5,1.5,0,1.5,1,0,1,0.5,0,0.5,0.5,0,0.5,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,2,0,0,0,0,0,2,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,50,0,50,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,0,0,0,50,0,50,0,0,0,50,0,50,3.00,0.00,3.00,0,0,0.00,50,50,0,0,0,0,0,0,0.41,0.00,0.91,0.71,0.00,1.21,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,50,0,50,50,0,50,0
